index,code,name,en_name
2485,30041,剑南西川节度,Jiannanxichuan Jiedu
2486,30041,剑南西川节度,Jiannanxichuan Jiedu
2487,30042,忠武军节度,Zhongwu junjiedu
2488,30042,忠武军节度,Zhongwu junjiedu
2489,30043,镇东军节度,Zhendong junjiedu
2490,30044,昭信军节度,Zhaoxin junjiedu
2491,30045,庆远军节度,Qingyuan junjiedu
2492,30046,镇南军节度,Zhennan junjiedu
2493,30047,威武军节度,Weiwu junjiedu
2494,30048,泰宁军节度,Taining junjiedu
2495,30049,天平军节度,Tianping junjiedu
2496,30050,定武军节度,Dingwu junjiedu
2497,30051,昭武军节度,Zhaowu junjiedu
2498,30051,昭武军节度,Zhaowu junjiedu
2499,30052,宁武军节度,Ningwu junjiedu
2500,30052,宁武军节度,Ningwu junjiedu
2501,30053,保大军节度,Baoda junjiedu
2502,30054,保康军节度,Baokang junjiedu
2503,30056,宁海军节度,Ninghai junjiedu
2504,30057,平江军节度,Pingjiang junjiedu
2505,30058,义成军节度,Yicheng junjiedu
2506,30059,宣义军节度,Xuanyi junjiedu
2507,30060,义成军节度,Yicheng junjiedu
2508,30062,彰义军节度,Zhangyi junjiedu
2509,30065,安远军节度,Anyuan junjiedu
2510,30066,武泰军节度,Wutai junjiedu
2511,30067,昭义军节度,Zhaoyi junjiedu
2512,30068,昭德军节度,Zhaode junjiedu
2513,30069,保信军节度,Baoxin junjiedu
2514,30070,常德军节度,Changde junjiedu
2515,30071,镇国军节度,Zhenguo junjiedu
2516,30072,山南东道节度,Shan'nandongdao Jiedu
2517,30072,山南东道节度,Shan'nandongdao Jiedu
2518,30072,山南东道节度,Shan'nandongdao Jiedu
2519,30073,安化军节度,Anhua junjiedu
2520,30074,武安军节度,Wu'an junjiedu
2521,30075,雄武军节度,Xiongwu junjiedu
2522,30076,静江军节度,Jingjiang junjiedu
2523,30077,宁国军节度,Ninguo junjiedu
2524,30078,武康军节度,Wukang junjiedu
2525,30078,武康军节度,Wukang junjiedu
2526,30079,振武军节度,Zhenwu junjiedu
2527,30080,平海军节度,Pinghai junjiedu
2528,30082,彰化军节度,Zhanghua junjiedu
2529,30086,永清军节度,Yongqing junjiedu
2530,30087,彰武军节度,Zhangwu junjiedu
2531,30088,静海军节度,Jinghai junjiedu
2532,30089,奉宁军节度,Fengning junjiedu
2533,30089,奉宁军节度,Fengning junjiedu
2534,30091,淮康军节度,Huaikang junjiedu
2535,30092,永安军节度,Yong'an junjiedu
2536,30093,崇信军节度,Chongxin junjiedu
2537,30094,横海军节度,Henghai junjiedu
2538,30095,靖海军节度,Jinghai junjiedu
2539,30096,镇国军节度,Zhenguo junjiedu
2540,30097,清海军节度,Qinghai junjiedu
2541,30098,昭化军节度,Zhaohua junjiedu
2542,30098,昭化军节度,Zhaohua junjiedu
2543,30099,剑南东川节度,Jiannandongchuan Jiedu
2544,30099,剑南东川节度,Jiannandongchuan Jiedu
2545,30100,定江军节度,Dingjiang junjiedu
2546,30100,定江军节度,Dingjiang junjiedu
2547,30101,荆南节度,Jingnan Jiedu
2548,30102,义武军节度,Yiwu junjiedu
2549,30103,镇潼军节度,Zhentong junjiedu
2550,30104,武昌军节度,Wuchang Jun
2551,30105,大同军节度,Datong junjiedu
2552,30106,武当军节度,Wudang junjiedu
2553,30107,德庆军节度,Deqing junjiedu
2554,30108,清远军节度,Qingyuan junjiedu
2555,30109,建康军节度,Jiankang junjiedu
2556,30111,平凉军节度,Pingliang junjiedu
2557,30112,镇江军节度,Zhenjiang junjiedu
2558,30113,淮南军节度,Huangnan junjiedu
2559,30114,河南军节度,Henan junjiedu
2560,30115,越州军节度,Yuezhou junjiedu
2561,30116,建州节度,Jianzhou Jiedu
2562,30117,益州节度,Yizhou Jiedu
2563,30118,黔州节度,Qinzhou Jiedu
2564,30119,岭南军节度,Lingnan junjiedu
2565,30120,陕州节度,Shanzhou Jiedu
2566,30121,宣城节度,Xuancheng Jiedu
2567,30122,桂州节度,Guizhou Jiedu
2568,30123,江陵节度,Jiangling Jiedu
2569,30124,海清节度,Haiqing Jiedu
2570,30125,太平军军节度,Taiping junjiedu
2571,30126,宋代节度(地区未详),Song Military Governors(unlocated)
2572,99901,淮北,Huaibei
2573,99903,梓夔路,Zi-Kui Lu
2574,99904,灵环路,Linghuan Lu
2575,99905,两淮路,Lianghuai Lu
2576,99906,江南,Jiangnan
2577,99907,广南,Guangnan region
2578,99908,山东,Shandong
2579,99909,燕,Yan
2580,99910,华北平原/中原,North China plain
2581,100001,三江,Sanjiang
2582,100001,三江,Sanjiang
2583,100003,上林,Shanglin
2584,100003,上林,Shanglin
2585,100003,上林,Shanglin
2586,100004,上津,Shangjin
2587,100004,上津,Shangjin
2588,100004,上津,Shangjin
2589,100005,上犹,Shangyou
2590,100005,上犹,Shangyou
2591,100006,上饶,Shangrao
2592,100007,上高,Shanggao
2593,100008,下博,Xiabo
2594,100008,下博,Xiabo
2595,100009,下蔡,Xiacai
2596,100010,下邳,Xiapei
2597,100010,下邳,Xiapei
2598,100011,丹徒,Dantu
2599,100011,丹徒,Dantu
2600,100012,乘氏,Chengshi
2601,100012,乘氏,Chengshi
2602,100013,干宁,Qianning
2603,100014,干宁镇,Qianning Zhen
2604,100015,干德,Qiande
2605,100016,井陉,Jingxing
2606,100017,交城,Jiaocheng
2607,100017,交城,Jiaocheng
2608,100017,交城,Jiaocheng
2609,100018,京兆郡,Jingzhao Jun
2610,100019,仁化,Renhua
2611,100021,仙源,Xianyuan
2612,100022,仙游,Xianyou
2613,100022,仙游,Xianyou
2614,100023,任丘,Renqiu
2615,100024,任县,Rencheng
2616,100025,伊阳,Yiyang
2617,100026,来安,Laian
2618,100027,来宾,Laibin
2619,100027,来宾,Laibin
2620,100028,保定,Baoding
2621,100031,信安,Xinan
2622,100031,信安,Xinan
2623,100032,信义,Xinyi
2624,100033,信都,Xindu
2625,100034,信阳,Xinyang
2626,100034,信阳,Xinyang
2627,100034,信阳,Xinyang
2628,100034,信阳,Xinyang
2629,100035,修仁,Xiuren
2630,100035,修仁,Xiuren
2631,100036,修武,Xiuwu
2632,100037,偃师,Yanshi
2633,100038,僰道,Bodao
2634,100039,充羁縻州,Chong Jimizhou
2635,100039,充羁縻州,Chong Jimizhou
2636,100040,光化,Guanghua
2637,100040,光化,Guanghua
2638,100040,光化,Guanghua
2639,100041,光山,Guangshan
2640,100042,内丘,Neiqiu
2641,100043,全义,Quanyi
2642,100043,全义,Quanyi
2643,100045,公安,Gongan
2644,100045,公安,Gongan
2645,100046,六合,Liuhe
2646,100046,六合,Liuhe
2647,100046,六合,Liuhe
2648,100047,六安,Liuan
2649,100047,六安,Liuan
2650,100048,冤句,Yuangou
2651,100048,冤句,Yuangou
2652,100050,剑门,Jianmen
2653,100050,剑门,Jianmen
2654,100050,剑门,Jianmen
2655,100051,务川,Wuchuan
2656,100051,务川,Wuchuan
2657,100052,北海,Beihai
2658,100052,北海,Beihai
2659,100053,南丹,Nandan
2660,100054,南和,Nanhe
2661,100055,南城,Nancheng
2662,100055,南城,Nancheng
2663,100055,南城,Nancheng
2664,100057,南宫,Nangong
2665,100058,南川,Nanchuan
2666,100058,南川,Nanchuan
2667,100058,南川,Nanchuan
2668,100058,南川,Nanchuan
2669,100058,南川,Nanchuan
2670,100059,南平羁縻州,Nanping Jimizhou
2671,100059,南平羁縻州,Nanping Jimizhou
2672,100060,南康,Nankang
2673,100060,南康,Nankang
2674,100061,南广部,Nanguang Bu
2675,100061,南广部,Nanguang Bu
2676,100061,南广部,Nanguang Bu
2677,100062,南昌,Nanchang
2678,100063,南乐,Nanle
2679,100063,南乐,Nanle
2680,100063,南乐,Nanle
2681,100063,南乐,Nanle
2682,100063,南乐,Nanle
2683,100064,南流,Nanliu
2684,100064,南流,Nanliu
2685,100065,南海,Nanhai
2686,100066,南漳,Nanzhang
2687,100067,南皮,Nanpi
2688,100068,南羁縻州,Nan Jimizhou
2689,100068,南羁縻州,Nan Jimizhou
2690,100068,南羁縻州,Nan Jimizhou
2691,100068,南羁縻州,Nan Jimizhou
2692,100070,南华,Nanhua
2693,100070,南华,Nanhua
2694,100071,南丰,Nanfeng
2695,100071,南丰,Nanfeng
2696,100071,南丰,Nanfeng
2697,100072,南阳,Nanyang
2698,100073,南顿,Nandun
2699,100073,南顿,Nandun
2700,100074,博平,Boping
2701,100074,博平,Boping
2702,100075,博白,Bobai
2703,100075,博白,Bobai
2704,100076,博野,Boye
2705,100076,博野,Boye
2706,100076,博野,Boye
2707,100077,原武,Yuanwu
2708,100077,原武,Yuanwu
2709,100078,合河,Hehe
2710,100079,合浦,Hepu
2711,100080,吉水,Jishui
2712,100081,吉乡,Jixiang
2713,100081,吉乡,Jixiang
2714,100082,吉阳,Jiyang
2715,100082,吉阳,Jiyang
2716,100083,同谷,Tonggu
2717,100083,同谷,Tonggu
2718,100084,含洭,Hankuang
2719,100084,含洭,Hankuang
2720,100085,吴川,Wuchuan
2721,100085,吴川,Wuchuan
2722,100085,吴川,Wuchuan
2723,100086,和川,Hechuan
2724,100086,和川,Hechuan
2725,100087,和顺,Heshun
2726,100088,咸宁,Xianning
2727,100089,商水,Shangshui
2728,100089,商水,Shangshui
2729,100090,嘉川,Jiachuan
2730,100090,嘉川,Jiachuan
2731,100090,嘉川,Jiachuan
2732,100090,嘉川,Jiachuan
2733,100091,四会,Sihui
2734,100091,四会,Sihui
2735,100091,四会,Sihui
2736,100092,尧山,Yaoshan
2737,100093,寿光,Shouguang
2738,100094,寿安,Shouan
2739,100097,大名,Daming
2740,100097,大名,Daming
2741,100098,大安军,Daan Jun
2742,100099,大庾,Dayu
2743,100099,大庾,Dayu
2744,100100,大昌,Dachang
2745,100100,大昌,Dachang
2746,100100,大昌,Dachang
2747,100100,大昌,Dachang
2748,100101,大潭,Datan
2749,100101,大潭,Datan
2750,100101,大潭,Datan
2751,100102,大竹,Dazhu
2752,100102,大竹,Dazhu
2753,100103,天水,Tianshui
2754,100103,天水,Tianshui
2755,100103,天水,Tianshui
2756,100103,天水,Tianshui
2757,100104,天河,Tianhe
2758,100104,天河,Tianhe
2759,100105,天长,Tianchang
2760,100105,天长,Tianchang
2761,100105,天长,Tianchang
2762,100105,天长,Tianchang
2763,100106,太平,Taiping
2764,100107,太康,Taikang
2765,100107,太康,Taikang
2766,100107,太康,Taikang
2767,100107,太康,Taikang
2768,100108,夷羁縻州,Yi Jimizhou
2769,100108,夷羁縻州,Yi Jimizhou
2770,100109,夷陵,Yiling
2771,100110,奉先,Fengxian
2772,100110,奉先,Fengxian
2773,100111,奉天,Fengtian
2774,100111,奉天,Fengtian
2775,100111,奉天,Fengtian
2776,100112,好畤,Haozhi
2777,100112,好畤,Haozhi
2778,100112,好畤,Haozhi
2779,100113,始兴,Shixing
2780,100113,始兴,Shixing
2781,100113,始兴,Shixing
2782,100114,孝感,Xiaogan
2783,100114,孝感,Xiaogan
2784,100114,孝感,Xiaogan
2785,100115,孝义,Xiaoyi
2786,100117,安化,Anhua
2787,100117,安化,Anhua
2788,100117,安化,Anhua
2789,100117,安化,Anhua
2790,100118,安夷,Anyi
2791,100118,安夷,Anyi
2792,100119,安德,Ande
2793,100122,安陆,Anlu
2794,100122,安陆,Anlu
2795,100122,安陆,Anlu
2796,100124,定平,Dingping
2797,100124,定平,Dingping
2798,100125,定海,Dinghai
2799,100125,定海,Dinghai
2800,100126,定胡,Dinghu
2801,100126,定胡,Dinghu
2802,100127,定襄,Dingxiang
2803,100129,定陶,Dingtao
2804,100129,定陶,Dingtao
2805,100129,定陶,Dingtao
2806,100130,宛丘,Wanqiu
2807,100130,宛丘,Wanqiu
2808,100131,宜伦,Yilun
2809,100131,宜伦,Yilun
2810,100131,宜伦,Yilun
2811,100132,宜春,Yichun
2812,100133,宜宾,Yibin
2813,100133,宜宾,Yibin
2814,100133,宜宾,Yibin
2815,100135,容城,Rongcheng
2816,100135,容城,Rongcheng
2817,100135,容城,Rongcheng
2818,100136,宿迁,Suqian
2819,100137,密县,Mi Xian
2820,100137,密县,Mi Xian
2821,100137,密县,Mi Xian
2822,100139,富顺,Fushun
2823,100139,富顺,Fushun
2824,100139,富顺,Fushun
2825,100139,富顺,Fushun
2826,100139,富顺,Fushun
2827,100139,富顺,Fushun
2828,100140,富顺监,Fushun Jian
2829,100140,富顺监,Fushun Jian
2830,100140,富顺监,Fushun Jian
2831,100140,富顺监,Fushun Jian
2832,100141,宁化,Ninghua
2833,100142,宁浦,Ningpu
2834,100143,宁远,Ningyuan
2835,100143,宁远,Ningyuan
2836,100144,宁陵,Ningling
2837,100144,宁陵,Ningling
2838,100144,宁陵,Ningling
2839,100144,宁陵,Ningling
2840,100145,宝应,Baoying
2841,100145,宝应,Baoying
2842,100146,宝丰,Baofeng
2843,100147,封川,Fengchuan
2844,100147,封川,Fengchuan
2845,100148,将利,Jiangli
2846,100148,将利,Jiangli
2847,100149,将乐,Jiangle
2848,100149,将乐,Jiangle
2849,100149,将乐,Jiangle
2850,100150,将陵,Jiangling
2851,100151,导江,Daojiang
2852,100151,导江,Daojiang
2853,100153,岑溪,Cenxi
2854,100154,岳池,Yuechi
2855,100154,岳池,Yuechi
2856,100154,岳池,Yuechi
2857,100154,岳池,Yuechi
2858,100155,崇仁,Eshi
2859,100156,崇信,Chongxin
2860,100156,崇信,Chongxin
2861,100156,崇信,Chongxin
2862,100156,崇信,Chongxin
2863,100157,崇阳,Chongyang
2864,100158,昆山,Kunshan
2865,100158,昆山,Kunshan
2866,100159,岚谷,Langu
2867,100159,岚谷,Langu
2868,100160,巢县,Chao Xian
2869,100160,巢县,Chao Xian
2870,100161,巴东,Bachuan
2871,100161,巴东,Bachuan
2872,100162,巴陵,Baling
2873,100163,常山,Changshan
2874,100164,平利,Pingli
2875,100164,平利,Pingli
2876,100165,平南,Pingnan
2877,100165,平南,Pingnan
2878,100167,平城,Pingcheng
2879,100168,平山,Pingshan
2880,100169,平晋,Pingjin
2881,100169,平晋,Pingjin
2882,100170,平凉,Pingliang
2883,100171,平乡,Pingxiang
2884,100172,平阳,Pingyang
2885,100172,平阳,Pingyang
2886,100173,府谷,Fugu
2887,100174,广德,Guangde
2888,100174,广德,Guangde
2889,100174,广德,Guangde
2890,100175,广济,Guangji
2891,100176,广都,Guangdu
2892,100176,广都,Guangdu
2893,100178,庐江,Lujiang
2894,100178,庐江,Lujiang
2895,100179,庐陵,Luling
2896,100180,延川,Yanchuan
2897,100181,建安,Jianan
2898,100182,建宁,Jianning
2899,100185,建昌,Jianchang
2900,100185,建昌,Jianchang
2901,100186,彭原,Pengyuan
2902,100186,彭原,Pengyuan
2903,100186,彭原,Pengyuan
2904,100188,彭阳,Pengyang
2905,100188,彭阳,Pengyang
2906,100190,徐闻,Xuwen
2907,100191,德化,Dehua
2908,100191,德化,Dehua
2909,100192,德安,Dean
2910,100192,德安,Dean
2911,100193,感德军节度,Gande junjiedu
2912,100194,感恩,Ganen
2913,100194,感恩,Ganen
2914,100194,感恩,Ganen
2915,100195,感义军节度,Ganyi junjiedu
2916,100196,庆符,Qingfu
2917,100196,庆符,Qingfu
2918,100196,庆符,Qingfu
2919,100196,庆符,Qingfu
2920,100197,应城,Yingcheng
2921,100197,应城,Yingcheng
2922,100197,应城,Yingcheng
2923,100198,应山,Yingshan
2924,100198,应山,Yingshan
2925,100198,应山,Yingshan
2926,100198,应山,Yingshan
2927,100199,怀仁,Huairen
2928,100201,怀远,Huaiyuan
2929,100201,怀远,Huaiyuan
2930,100202,成安,Chengan
2931,100202,成安,Chengan
2932,100203,成纪,Chengji
2933,100204,房陵,Fangling
2934,100205,招信,Zhaoxin
2935,100205,招信,Zhaoxin
2936,100205,招信,Zhaoxin
2937,100205,招信,Zhaoxin
2938,100205,招信,Zhaoxin
2939,100206,招安,Zhaoan
2940,100207,招谕,Zhaoyu
2941,100207,招谕,Zhaoyu
2942,100208,揭阳,Jieyang
2943,100209,文安,Wenan
2944,100210,文昌,Wenchang
2945,100210,文昌,Wenchang
2946,100211,新喻,Xinyu
2947,100211,新喻,Xinyu
2948,100213,新宁,Xinning
2949,100213,新宁,Xinning
2950,100213,新宁,Xinning
2951,100215,新明,Xinming
2952,100215,新明,Xinming
2953,100215,新明,Xinming
2954,100215,新明,Xinming
2955,100216,新会,Xinhui
2956,100217,新淦,Xingan
2957,100217,新淦,Xingan
2958,100218,新兴,Xinxing
2959,100219,新乡,Xinxiang
2960,100220,新郑,Xinzheng
2961,100220,新郑,Xinzheng
2962,100220,新郑,Xinzheng
2963,100220,新郑,Xinzheng
2964,100221,方城,Fangcheng
2965,100222,昌化,Changhua
2966,100223,易县,Yi Xian
2967,100223,易县,Yi Xian
2968,100224,星子,Xingzi
2969,100224,星子,Xingzi
2970,100224,星子,Xingzi
2971,100225,昨城,Zuocheng
2972,100225,昨城,Zuocheng
2973,100225,昨城,Zuocheng
2974,100227,昭义,Zhaoyi
2975,100227,昭义,Zhaoyi
2976,100228,晋江,Jinjiang
2977,100229,普宁,Puning
2978,100330,景陵,Jingling
2979,100330,景陵,Jingling
2980,100331,曲周,Quzhou
2981,100332,曲江,Qujiang
2982,100333,会同,Huitong
2983,100333,会同,Huitong
2984,100334,朐山,Qushan
2985,100335,朝城,Chaocheng
2986,100335,朝城,Chaocheng
2987,100335,朝城,Chaocheng
2988,100336,朱阳,Zhuyang
2989,100337,束鹿,Shulu
2990,100337,束鹿,Shulu
2991,100338,束城,Shucheng
2992,100339,东光,Dongguang
2993,100339,东光,Dongguang
2994,100339,东光,Dongguang
2995,100340,东流,Dongliu
2996,100340,东流,Dongliu
2997,100340,东流,Dongliu
2998,100341,东海,Donghai
2999,100342,东莞,Dongguan
3000,100343,东乡,Dongxiang
3001,100343,东乡,Dongxiang
3002,100343,东乡,Dongxiang
3003,100344,松滋,Songzi
3004,100345,枝江,Zhijiang
3005,100346,柏乡,Baixiang
3006,100347,柘城,Zhecheng
3007,100347,柘城,Zhecheng
3008,100347,柘城,Zhecheng
3009,100347,柘城,Zhecheng
3010,100349,栗亭,Liting
3011,100349,栗亭,Liting
3012,100350,桂岭,Guiling
3013,100350,桂岭,Guiling
3014,100351,桂阳,Guiyang
3015,100351,桂阳,Guiyang
3016,100352,桐庐,Tonglu
3017,100352,桐庐,Tonglu
3018,100352,桐庐,Tonglu
3019,100353,梁山,Liangshan
3020,100353,梁山,Liangshan
3021,100353,梁山,Liangshan
3022,100353,梁山,Liangshan
3023,100354,梁泉,Liangquan
3024,100354,梁泉,Liangquan
3025,100355,枣强,Zaoqiang
3026,100356,枣阳,Zaoyang
3027,100356,枣阳,Zaoyang
3028,100357,楚丘,Chuqiu
3029,100357,楚丘,Chuqiu
3030,100357,楚丘,Chuqiu
3031,100357,楚丘,Chuqiu
3032,100358,榆社,Yushe
3033,100359,乐寿,Leshou
3034,100359,乐寿,Leshou
3035,100360,乐平,Leping
3036,100360,乐平,Leping
3037,100361,乐昌,Lechang
3038,100362,乐源,Leyuan
3039,100362,乐源,Leyuan
3040,100363,乐至,Lezhi
3041,100363,乐至,Lezhi
3042,100364,武功,Wugong
3043,100364,武功,Wugong
3044,100365,武化,Wuhua
3045,100366,武宁,Wuning
3046,100367,武冈,Wugang
3047,100367,武冈,Wugang
3048,100368,武康,Wukang
3049,100368,武康,Wukang
3050,100369,武成军节度,Wucheng junjiedu
3051,100370,武昌,Wuchang
3052,100370,武昌,Wuchang
3053,100371,武郎,Wulang
3054,100371,武郎,Wulang
3055,100372,武乡,Wuxiang
3056,100372,武乡,Wuxiang
3057,100373,武陟,Wuzhi
3058,100374,武陵,Wuling
3059,100375,武龙,Wulong
3060,100375,武龙,Wulong
3061,100376,归化,Guihua
3062,100376,归化,Guihua
3063,100378,永寿,Yongshou
3064,100378,永寿,Yongshou
3065,100378,永寿,Yongshou
3066,100380,永定,Yongding
3067,100380,永定,Yongding
3068,100381,永宁,Yongning
3069,100381,永宁,Yongning
3070,100383,永康,Yongkang
3071,100383,永康,Yongkang
3072,100385,永明,Yongming
3073,100386,永正,Yongzheng
3074,100386,永正,Yongzheng
3075,100386,永正,Yongzheng
3076,100387,永泰,Yongtai
3077,100387,永泰,Yongtai
3078,100387,永泰,Yongtai
3079,100388,永清,Yongqing
3080,100388,永清,Yongqing
3081,100391,永丰,Yongfeng
3082,100392,汜水,Sishui
3083,100393,汝阴,Ruyin
3084,100394,江阴,Jiangyin
3085,100394,江阴,Jiangyin
3086,100395,江陵,Jiangling
3087,100396,汧阳,Qianyang
3088,100397,汲县,Ji Xian
3089,100398,沁源,Qinyuan
3090,100398,沁源,Qinyuan
3091,100399,沅江,Yuanjiang
3092,100399,沅江,Yuanjiang
3093,100400,沔阳,Mianyang
3094,100401,沭阳,Shuyang
3095,100402,河南,Henan
3096,100403,河东,Hedong
3097,100404,河池,Hechi
3098,100404,河池,Hechi
3099,100405,河西,Hexi
3100,100407,泰兴,Taixing
3101,100407,泰兴,Taixing
3102,100408,洛漕,Luocao
3103,100408,洛漕,Luocao
3104,100409,洛阳,Luoyang
3105,100410,洪雅,Hongya
3106,100410,洪雅,Hongya
3107,100411,洵阳,Xunyang
3108,100411,洵阳,Xunyang
3109,100412,流江,Liujiang
3110,100412,流江,Liujiang
3111,100413,流溪,Liuxi
3112,100413,流溪,Liuxi
3113,100414,海康,Haikang
3114,100415,海门,Haimen
3115,100416,海陵,Hailing
3116,100417,海阳,Haiyang
3117,100418,涉县,She Xian
3118,100419,深泽,Shenze
3119,100420,淳化,Chunhua
3120,100420,淳化,Chunhua
3121,100421,涞水,Laishui
3122,100421,涞水,Laishui
3123,100422,清化,Qinghua
3124,100422,清化,Qinghua
3125,100422,清化,Qinghua
3126,100422,清化,Qinghua
3127,100424,清江,Qingjiang
3128,100424,清江,Qingjiang
3129,100425,清池,Qingchi
3130,100427,清流,Qingliu
3131,100429,清丰,Qingfeng
3132,100429,清丰,Qingfeng
3133,100429,清丰,Qingfeng
3134,100429,清丰,Qingfeng
3135,100430,渠江,Qujiang
3136,100430,渠江,Qujiang
3137,100431,渠阳,Quyang
3138,100431,渠阳,Quyang
3139,100431,渠阳,Quyang
3140,100432,渤海,Bohai
3141,100433,渭南,Weinan
3142,100434,湖口,Hukou
3143,100434,湖口,Hukou
3144,100435,湖城,Hucheng
3145,100435,湖城,Hucheng
3146,100436,湘阴,Xiangyin
3147,100437,湟州,Huang Zhou
3148,100438,溱羁縻州,Zhen Jimizhou
3149,100438,溱羁縻州,Zhen Jimizhou
3150,100438,溱羁縻州,Zhen Jimizhou
3151,100438,溱羁縻州,Zhen Jimizhou
3152,100439,荥泽,Xingze
3153,100439,荥泽,Xingze
3154,100440,荥阳,Xingyang
3155,100440,荥阳,Xingyang
3156,100441,汉川,Hanchuan
3157,100441,汉川,Hanchuan
3158,100442,汉阴,Hanyin
3159,100442,汉阴,Hanyin
3160,100443,汉阳,Hanyang
3161,100443,汉阳,Hanyang
3162,100444,涟水,Lianshui
3163,100444,涟水,Lianshui
3164,100444,涟水,Lianshui
3165,100444,涟水,Lianshui
3166,100445,颍阳,Yingyang
3167,100446,潞城,Lucheng
3168,100447,潮阳,Chaoyang
3169,100448,澄迈,Chengmai
3170,100448,澄迈,Chengmai
3171,100449,济阴,Jiyin
3172,100449,济阴,Jiyin
3173,100450,濮阳,Puyang
3174,100450,濮阳,Puyang
3175,100450,濮阳,Puyang
3176,100450,濮阳,Puyang
3177,100451,泸川,Luchuan
3178,100451,泸川,Luchuan
3179,100452,泷水,Longshui
3180,100452,泷水,Longshui
3181,100452,泷水,Longshui
3182,100453,乌江,Wujiang
3183,100454,无极,Wuji
3184,100454,无极,Wuji
3185,100455,熙州,Xi Zhou
3186,100456,营道,Yingdao
3187,100457,狄道,Didao
3188,100458,获嘉,Huojia
3189,100458,获嘉,Huojia
3190,100459,获鹿,Huolu
3191,100460,玉沙,Yusha
3192,100460,玉沙,Yusha
3193,100461,王屋,Wangwu
3194,100461,王屋,Wangwu
3195,100462,瑞昌,Ruichang
3196,100462,瑞昌,Ruichang
3197,100463,瓯宁,Ouning
3198,100464,番禺,Panyu
3199,100465,当阳,Dangyang
3200,100465,当阳,Dangyang
3201,100465,当阳,Dangyang
3202,100466,白马,Baima
3203,100466,白马,Baima
3204,100466,白马,Baima
3205,100467,百丈,Baizhang
3206,100468,盈川,Yingchuan
3207,100469,益阳,Yiyang
3208,100469,益阳,Yiyang
3209,100470,监利,Jianli
3210,100471,卢氏,Lushi
3211,100472,盱眙,Xuyi
3212,100472,盱眙,Xuyi
3213,100472,盱眙,Xuyi
3214,100472,盱眙,Xuyi
3215,100472,盱眙,Xuyi
3216,100476,石泉,Shiquan
3217,100476,石泉,Shiquan
3218,100477,石首,Shishou
3219,100478,石龙,Shilong
3220,100478,石龙,Shilong
3221,100479,硖石,Xiashi
3222,100479,硖石,Xiashi
3223,100480,磐石,Panshi
3224,100480,磐石,Panshi
3225,100481,祐川,Youchuan
3226,100481,祐川,Youchuan
3227,100482,神泉,Shenquan
3228,100482,神泉,Shenquan
3229,100483,福昌,Fuchang
3230,100485,秀容,Xiurong
3231,100486,秬羁縻州,Ju Jimizhou
3232,100486,秬羁縻州,Ju Jimizhou
3233,100487,秭归,Zigui
3234,100487,秭归,Zigui
3235,100488,程乡,Chengxiang
3236,100488,程乡,Chengxiang
3237,100488,程乡,Chengxiang
3238,100488,程乡,Chengxiang
3239,100489,稷山,Jishan
3240,100490,谷城,Gucheng
3241,100490,谷城,Gucheng
3242,100490,谷城,Gucheng
3243,100491,立山,Lishan
3244,100491,立山,Lishan
3245,100492,章丘,Zhangqiu
3246,100493,竹山,Zhushan
3247,100494,管城,Guancheng
3248,100494,管城,Guancheng
3249,100494,管城,Guancheng
3250,100494,管城,Guancheng
3251,100495,籍县,Ji Xian
3252,100495,籍县,Ji Xian
3253,100496,米脂寨,Mizhi Zhai
3254,100496,米脂寨,Mizhi Zhai
3255,100497,绥宁,Suining
3256,100498,绥德城,Suide Cheng
3257,100498,绥德城,Suide Cheng
3258,100499,绥阳,Suiyang
3259,100499,绥阳,Suiyang
3260,100500,绵上,Mianshang
3261,100500,绵上,Mianshang
3262,100500,绵上,Mianshang
3263,100501,繁昌,Fanchang
3264,100501,繁昌,Fanchang
3265,100501,繁昌,Fanchang
3266,100502,罗山,Luoshan
3267,100502,罗山,Luoshan
3268,100502,罗山,Luoshan
3269,100502,罗山,Luoshan
3270,100503,罗氏部,Luoshi Bu
3271,100503,罗氏部,Luoshi Bu
3272,100504,罗田,Luotian
3273,100505,罗蒙,Luomeng
3274,100505,罗蒙,Luomeng
3275,100506,罗辨,Luobian
3276,100506,罗辨,Luobian
3277,100506,罗辨,Luobian
3278,100507,义宁,Yining
3279,100507,义宁,Yining
3280,100508,考城,Kaocheng
3281,100508,考城,Kaocheng
3282,100508,考城,Kaocheng
3283,100508,考城,Kaocheng
3284,100509,肤施,Fushi
3285,100509,肤施,Fushi
3286,100510,胶西,Jiaoxi
3287,100511,临城,Lincheng
3288,100512,临安,Linan
3289,100512,临安,Linan
3290,100513,临川,Linchuan
3291,100514,临桂,Lingui
3292,100514,临桂,Lingui
3293,100516,临河,Linhe
3294,100516,临河,Linhe
3295,100516,临河,Linhe
3296,100516,临河,Linhe
3297,100517,临泉,Linquan
3298,100517,临泉,Linquan
3299,100519,临涣,Linhuan
3300,100519,临涣,Linhuan
3301,100520,临颍,Linying
3302,100520,临颍,Linying
3303,100521,临贺,Linhe
3304,100521,临贺,Linhe
3305,100522,兴化,Xinghua
3306,100522,兴化,Xinghua
3307,100523,兴宁,Xingning
3308,100524,兴山,Xingshan
3309,100524,兴山,Xingshan
3310,100525,舍城,Shecheng
3311,100525,舍城,Shecheng
3312,100526,舞阳,Wuyang
3313,100526,舞阳,Wuyang
3314,100527,良山,Liangshan
